Shape,Shape_Type,Area (m2),Depth (m),Width (m),Weight (kg/m),Ix (m4),Iy (m4),Plastic Mod Xp (m3),Plastic Mod Yp (m3),Cost per Meter (usd)
HSS14X12X.375,HSS,0.00173,,,63.21,0.00000212992,0.0000016848,0.000120048,0.000110536,115.04
HSS14X12X.313,HSS,0.00146,,,53.11,0.0000018096,0.00000143104,0.000101844,0.000093972,96.66
HSS14X12X.250,HSS,0.00118,,,42.84,0.00000147264,0.0000011648,0.000082984,0.000076588,77.97
HSS14X10X.875,HSS,0.00347,,,125.79,0.00000368576,0.00000217152,0.00020828,0.00017056,228.94
HSS14X10X.750,HSS,0.00303,,,109.91,0.00000329472,0.00000194688,0.00018532,0.000153504,200.04
HSS14X10X.625,HSS,0.00257,,,93.34,0.00000285792,0.00000169312,0.000161048,0.00013366,169.88
HSS14X10X.500,HSS,0.00209,,,76.07,0.00000238368,0.00000141856,0.000134152,0.000111684,138.45
HSS14X10X.375,HSS,0.0016,,,58.1,0.00000185952,0.00000111072,0.000104796,0.000087576,105.74
HSS14X10X.313,HSS,0.00134,,,48.86,0.0000015808,0.00000094432,0.000089052,0.00007462,88.93
HSS14X10X.250,HSS,0.00108,,,39.43,0.0000012896,0.00000077376,0.000072652,0.000061008,71.76
HSS14X8X.625,HSS,0.00233,,,84.84,0.00000242112,0.00000100672,0.000136448,0.000099384,154.41
HSS14X8X.500,HSS,0.0019,,,69.27,0.00000202592,0.00000084864,0.000114144,0.00008364,126.07
HSS14X8X.375,HSS,0.00146,,,53,0.00000158912,0.00000066976,0.000089544,0.000065928,96.46
HSS14X8X.313,HSS,0.00122,,,44.6,0.000001352,0.00000057408,0.00007626,0.000056416,81.17
HSS14X8X.250,HSS,0.00099,,,36.03,0.00000110656,0.00000047008,0.00006232,0.000046248,65.57
HSS14X8X.188,HSS,0.000746,,,27.29,0.00000084448,0.000000359424,0.00004756,0.000035424,49.67
HSS14X6X.625,HSS,0.0021,,,76.33,0.00000198848,0.00000051584,0.000112012,0.000067568,138.92
HSS14X6X.500,HSS,0.00172,,,62.46,0.00000167232,0.0000004368,0.000094136,0.000057564,113.68
HSS14X6X.375,HSS,0.00132,,,47.9,0.00000131872,0.000000349856,0.000074292,0.00004592,87.18
HSS14X6X.313,HSS,0.00111,,,40.35,0.00000112736,0.000000300768,0.000063468,0.000039524,73.44
HSS14X6X.250,HSS,0.000896,,,32.63,0.00000092352,0.000000247936,0.000051988,0.000032636,59.39
HSS14X6X.188,HSS,0.000676,,,24.73,0.0000007072,0.000000190944,0.000039852,0.000025092,45.01
HSS14X4X.625,HSS,0.00187,,,67.82,0.00000155168,0.000000196352,0.000087412,0.000038704,123.43
HSS14X4X.500,HSS,0.00153,,,55.66,0.00000131872,0.000000171392,0.000074292,0.000033784,101.3
HSS14X4X.375,HSS,0.00118,,,42.79,0.00000104832,0.000000139776,0.00005904,0.000027552,77.88
HSS14X4X.313,HSS,0.000992,,,36.1,0.00000089856,0.000000121472,0.000050676,0.000023944,65.7
HSS14X4X.250,HSS,0.000803,,,29.23,0.00000074048,0.000000101504,0.000041656,0.000020008,53.2
HSS14X4X.188,HSS,0.000606,,,22.18,0.00000056992,0.00000007904,0.00003198,0.0000155472,40.37
HSS12X12X1,HSS,0.0039,,,140.96,0.00000321152,0.00000321152,0.00021156,0.00021156,256.55
HSS12X12X.875,HSS,0.00347,,,125.79,0.00000293696,0.00000293696,0.00019352,0.00019352,228.94
HSS12X12X.750,HSS,0.00303,,,109.91,0.00000262496,0.00000262496,0.0001722,0.0001722,200.04
HSS12X12X.625,HSS,0.00257,,,93.34,0.00000227968,0.00000227968,0.000149896,0.000149896,169.88
HSS12X12X.500,HSS,0.00209,,,76.07,0.00000190112,0.00000190112,0.000124968,0.000124968,138.45
HSS12X12X.375,HSS,0.0016,,,58.1,0.00000148512,0.00000148512,0.00009758,0.00009758,105.74
HSS12X12X.313,HSS,0.00134,,,48.86,0.00000126464,0.00000126464,0.000083148,0.000083148,88.93
HSS12X12X.250,HSS,0.00108,,,39.43,0.00000103168,0.00000103168,0.000067896,0.000067896,71.76
HSS12X12X.188,HSS,0.000815,,,29.84,0.00000078624,0.00000078624,0.00005166,0.00005166,54.31
HSS12X10X.625,HSS,0.00233,,,84.84,0.00000196352,0.00000148096,0.000129068,0.000116768,154.41
HSS12X10X.500,HSS,0.0019,,,69.27,0.0000016432,0.00000123968,0.000108076,0.000097908,126.07
HSS12X10X.375,HSS,0.00146,,,53,0.0000012896,0.00000097344,0.000084624,0.000076916,96.46
HSS12X10X.313,HSS,0.00122,,,44.6,0.00000109824,0.000000832,0.00007216,0.0000656,81.17
HSS12X10X.250,HSS,0.00099,,,36.03,0.00000089856,0.00000068224,0.00005904,0.000053628,65.57
HSS12X10X.188,HSS,0.000746,,,27.29,0.0000006864,0.00000052,0.0000451,0.000041,49.67
HSS12X8X.625,HSS,0.0021,,,76.33,0.00000165152,0.0000008736,0.000108404,0.0000861,138.92
HSS12X8X.500,HSS,0.00172,,,62.46,0.00000138528,0.00000074048,0.000091184,0.000072816,113.68
HSS12X8X.375,HSS,0.00132,,,47.9,0.00000108992,0.0000005824,0.000071668,0.000057564,87.18
HSS12X8X.313,HSS,0.00111,,,40.35,0.00000093184,0.0000004992,0.000061336,0.000049364,73.44
HSS12X8X.250,HSS,0.000896,,,32.63,0.00000076544,0.000000411008,0.000050184,0.000040508,59.39
HSS12X8X.188,HSS,0.000676,,,24.73,0.0000005824,0.000000314912,0.000038376,0.000030996,45.01
HSS12X6X.625,HSS,0.00187,,,67.82,0.00000133536,0.00000044512,0.000087576,0.00005822,123.43
HSS12X6X.500,HSS,0.00153,,,55.66,0.00000112736,0.000000378976,0.000074128,0.000049856,101.3
HSS12X6X.375,HSS,0.00118,,,42.79,0.0000008944,0.000000303264,0.000058876,0.000039852,77.88
HSS12X6X.313,HSS,0.000992,,,36.1,0.00000076544,0.000000261248,0.000050348,0.000034276,65.7
HSS12X6X.250,HSS,0.000803,,,29.23,0.00000062816,0.000000215904,0.000041328,0.000028372,53.2
HSS12X6X.188,HSS,0.000606,,,22.18,0.00000048256,0.0000001664,0.000031816,0.000021812,40.37
HSS12X4X.625,HSS,0.00164,,,59.32,0.0000010192,0.000000168064,0.000066912,0.000033128,107.96
HSS12X4X.500,HSS,0.00135,,,48.85,0.0000008736,0.000000146848,0.000057236,0.000029028,88.91
HSS12X4X.375,HSS,0.00104,,,37.69,0.00000069888,0.000000120224,0.00004592,0.00002378,68.6
HSS12X4X.313,HSS,0.000876,,,31.84,0.00000059904,0.000000104832,0.000039524,0.000020664,57.95
HSS12X4X.250,HSS,0.00071,,,25.82,0.00000049504,0.00000008736,0.000032636,0.00001722,46.99
HSS12X4X.188,HSS,0.000537,,,19.63,0.000000381888,0.000000068224,0.000025092,0.000013448,35.73
HSS12X3X.313,HSS,0.000817,,,29.72,0.00000051584,0.000000054496,0.000033948,0.0000143172,54.09
HSS12X3X.250,HSS,0.000663,,,24.12,0.00000042848,0.000000046176,0.000028208,0.0000121032,43.9
HSS12X3X.188,HSS,0.000502,,,18.35,0.000000331136,0.0000000362752,0.000021812,0.0000095284,33.4
HSS12X2X.313,HSS,0.000759,,,27.59,0.00000043264,0.000000021216,0.000028536,0.000008364,50.21
HSS12X2X.250,HSS,0.000617,,,22.42,0.000000361504,0.0000000183456,0.00002378,0.0000072324,40.8
HSS12X2X.188,HSS,0.000467,,,17.08,0.000000280384,0.000000014768,0.000018368,0.000005822,31.09
HSS10X10X.750,HSS,0.00247,,,89.5,0.00000144352,0.00000144352,0.000113816,0.000113816,162.89
HSS10X10X.625,HSS,0.0021,,,76.33,0.00000126464,0.00000126464,0.000099712,0.000099712,138.92
HSS10X10X.500,HSS,0.00172,,,62.46,0.00000106496,0.00000106496,0.000083968,0.000083968,113.68
HSS10X10X.375,HSS,0.00132,,,47.9,0.00000084032,0.00000084032,0.000066256,0.000066256,87.18
HSS10X10X.313,HSS,0.00111,,,40.35,0.00000071552,0.00000071552,0.00005658,0.00005658,73.44
HSS10X10X.250,HSS,0.000896,,,32.63,0.00000058656,0.00000058656,0.000046412,0.000046412,59.39
HSS10X10X.188,HSS,0.000676,,,24.73,0.00000044928,0.00000044928,0.000035424,0.000035424,45.01
HSS10X8X.625,HSS,0.00187,,,67.82,0.00000105248,0.00000074048,0.00008282,0.00007298,123.43
HSS10X8X.500,HSS,0.00153,,,55.66,0.00000089024,0.00000062816,0.000070028,0.000061992,101.3
HSS10X8X.375,HSS,0.00118,,,42.79,0.00000070304,0.0000004992,0.000055596,0.0000492,77.88
HSS10X8X.313,HSS,0.000992,,,36.1,0.0000006032,0.00000042848,0.00004756,0.000042148,65.7
HSS10X8X.250,HSS,0.000803,,,29.23,0.00000049504,0.000000352352,0.000039032,0.000034768,53.2
HSS10X8X.188,HSS,0.000606,,,22.18,0.000000380224,0.000000270816,0.000030012,0.000026732,40.37
HSS10X6X.625,HSS,0.00164,,,59.32,0.00000083616,0.000000371904,0.000065928,0.000048872,107.96
HSS10X6X.500,HSS,0.00135,,,48.85,0.00000071136,0.000000319488,0.000056252,0.000041984,88.91
HSS10X6X.375,HSS,0.00104,,,37.69,0.00000056992,0.000000257088,0.000044936,0.000033784,68.6
HSS10X6X.313,HSS,0.000876,,,31.84,0.00000049088,0.000000221728,0.00003854,0.000029192,57.95
HSS10X6X.250,HSS,0.00071,,,25.82,0.000000403104,0.000000183456,0.000031816,0.000024108,46.99
HSS10X6X.188,HSS,0.000537,,,19.63,0.000000310336,0.000000141856,0.000024436,0.000018696,35.73
HSS10X5X.375,HSS,0.000967,,,35.13,0.0000004992,0.000000168896,0.000039524,0.000026568,63.94
HSS10X5X.313,HSS,0.000817,,,29.72,0.00000043264,0.000000146432,0.000034112,0.000023124,54.09
HSS10X5X.250,HSS,0.000663,,,24.12,0.000000356928,0.000000121888,0.000028208,0.000019188,43.9
HSS10X4X.625,HSS,0.0014,,,50.81,0.00000061984,0.00000013936,0.000049036,0.000027552,92.47
HSS10X4X.500,HSS,0.00116,,,42.05,0.00000053664,0.00000012272,0.000042312,0.000024108,76.53
HSS10X4X.375,HSS,0.000897,,,32.58,0.00000043264,0.000000101088,0.000034112,0.000019844,59.3
HSS10X4X.313,HSS,0.000759,,,27.59,0.000000374816,0.000000088192,0.00002952,0.000017384,50.21
HSS10X4X.250,HSS,0.000617,,,22.42,0.000000310752,0.000000073632,0.000024436,0.0000145468,40.8
HSS10X4X.188,HSS,0.000467,,,17.08,0.000000240448,0.000000057824,0.000019024,0.0000113652,31.09
HSS10X4X.125,HSS,0.000316,,,11.56,0.000000165568,0.000000040144,0.0000130708,0.0000079212,21.04
HSS10X3-1/2X.375,HSS,0.000862,,,31.31,0.000000399776,0.000000074048,0.000031488,0.000016728,56.98
HSS10X3-1/2X.313,HSS,0.00073,,,26.53,0.000000346112,0.000000064896,0.000027224,0.0000146288,48.28
HSS10X3-1/2X.250,HSS,0.000593,,,21.57,0.000000287456,0.000000054496,0.000022632,0.0000123164,39.26
HSS10X3-1/2X.188,HSS,0.00045,,,16.44,0.000000222976,0.000000042848,0.000017548,0.0000096596,29.92
HSS10X3X.375,HSS,0.000827,,,30.03,0.00000036608,0.000000051584,0.000028864,0.0000135792,54.65
HSS10X3X.313,HSS,0.000701,,,25.46,0.000000317408,0.00000004576,0.000025092,0.000011972,46.34
HSS10X3X.250,HSS,0.00057,,,20.72,0.000000264576,0.0000000386048,0.000020828,0.0000101516,37.71
HSS10X3X.188,HSS,0.000432,,,15.8,0.000000205504,0.0000000304928,0.0000161868,0.0000080196,28.76
HSS10X3X.125,HSS,0.000293,,,10.71,0.000000142272,0.0000000214656,0.0000112012,0.0000056416,19.49
HSS10X2X.375,HSS,0.000758,,,27.48,0.000000298272,0.000000019552,0.000023452,0.000007708,50.01
HSS10X2X.313,HSS,0.000643,,,23.34,0.000000260416,0.0000000176384,0.0000205,0.0000069536,42.48
HSS10X2X.250,HSS,0.000524,,,19.02,0.0000002184,0.0000000152672,0.00001722,0.0000060188,34.62
HSS10X2X.188,HSS,0.000398,,,14.53,0.00000017056,0.0000000123552,0.0000134316,0.0000048708,26.44
HSS10X2X.125,HSS,0.00027,,,9.86,0.00000011856,0.0000000089024,0.000009348,0.0000035096,17.95
HSS9X9X.625,HSS,0.00187,,,67.82,0.00000089856,0.00000089856,0.000078556,0.000078556,123.43
HSS9X9X.500,HSS,0.00153,,,55.66,0.00000076128,0.00000076128,0.000066584,0.000066584,101.3
HSS9X9X.375,HSS,0.00118,,,42.79,0.0000006032,0.0000006032,0.000052808,0.000052808,77.88
HSS9X9X.313,HSS,0.000992,,,36.1,0.00000051584,0.00000051584,0.000045264,0.000045264,65.7
HSS9X9X.250,HSS,0.000803,,,29.23,0.00000042432,0.00000042432,0.000037228,0.000037228,53.2
HSS9X9X.188,HSS,0.000606,,,22.18,0.000000325312,0.000000325312,0.000028536,0.000028536,40.37
HSS9X9X.125,HSS,0.000409,,,14.96,0.00000022256,0.00000022256,0.000019516,0.000019516,27.23
HSS9X7X.625,HSS,0.00164,,,59.32,0.00000072384,0.00000048672,0.000063468,0.00005494,107.96
HSS9X7X.500,HSS,0.00135,,,48.85,0.00000061984,0.000000416,0.00005412,0.000047068,88.91
HSS9X7X.375,HSS,0.00104,,,37.69,0.00000049504,0.000000334464,0.000043296,0.00003772,68.6
HSS9X7X.313,HSS,0.000876,,,31.84,0.00000042432,0.000000287872,0.000037064,0.000032472,57.95
HSS9X7X.250,HSS,0.00071,,,25.82,0.000000349856,0.000000237952,0.000030668,0.000026732,46.99
HSS9X7X.188,HSS,0.000537,,,19.63,0.000000269152,0.000000183456,0.000023616,0.000020664,35.73
HSS9X5X.625,HSS,0.0014,,,50.81,0.00000055328,0.00000021632,0.000048544,0.000034112,92.47
HSS9X5X.500,HSS,0.00116,,,42.05,0.0000004784,0.000000188032,0.00004182,0.000029684,76.53
HSS9X5X.375,HSS,0.000897,,,32.58,0.0000003848,0.000000153088,0.00003362,0.000024108,59.3
HSS9X5X.313,HSS,0.000759,,,27.59,0.000000331968,0.00000013312,0.000029028,0.000020992,50.21
HSS9X5X.250,HSS,0.000617,,,22.42,0.000000274976,0.000000110656,0.000024108,0.000017384,40.8
HSS9X5X.188,HSS,0.000467,,,17.08,0.000000212576,0.000000086112,0.000018696,0.0000135792,31.09
HSS9X3X.500,HSS,0.000974,,,35.24,0.000000336128,0.000000054912,0.00002952,0.0000144484,64.14
HSS9X3X.375,HSS,0.000758,,,27.48,0.000000275808,0.000000046592,0.000024108,0.000012218,50.01
HSS9X3X.313,HSS,0.000643,,,23.34,0.000000240032,0.0000000411008,0.000020992,0.0000108076,42.48
HSS9X3X.250,HSS,0.000524,,,19.02,0.000000200512,0.0000000348608,0.000017548,0.0000091676,34.62
HSS9X3X.188,HSS,0.000398,,,14.53,0.000000156416,0.0000000276224,0.000013694,0.0000072488,26.44
HSS8X8X.625,HSS,0.00164,,,59.32,0.00000060736,0.00000060736,0.00005986,0.00005986,107.96
HSS8X8X.500,HSS,0.00135,,,48.85,0.00000052,0.00000052,0.000051168,0.000051168,88.91
HSS8X8X.375,HSS,0.00104,,,37.69,0.000000416,0.000000416,0.000040836,0.000040836,68.6
HSS8X8X.313,HSS,0.000876,,,31.84,0.000000356096,0.000000356096,0.000035096,0.000035096,57.95
HSS8X8X.250,HSS,0.00071,,,25.82,0.000000294112,0.000000294112,0.000029028,0.000029028,46.99
HSS8X8X.188,HSS,0.000537,,,19.63,0.000000226304,0.000000226304,0.000022304,0.000022304,35.73
HSS8X8X.125,HSS,0.000362,,,13.26,0.000000155584,0.000000155584,0.0000153176,0.0000153176,24.13
HSS8X6X.625,HSS,0.0014,,,50.81,0.00000047424,0.000000300768,0.00004674,0.000039524,92.47
HSS8X6X.500,HSS,0.00116,,,42.05,0.000000408512,0.00000026,0.000040344,0.000034112,76.53
HSS8X6X.375,HSS,0.000897,,,32.58,0.000000329056,0.000000210496,0.000032472,0.000027716,59.3
HSS8X6X.313,HSS,0.000759,,,27.59,0.000000284128,0.000000182208,0.000028044,0.000023944,50.21
HSS8X6X.250,HSS,0.000617,,,22.42,0.000000235456,0.000000151424,0.000023288,0.000019844,40.8
HSS8X6X.188,HSS,0.000467,,,17.08,0.000000181792,0.000000117312,0.000017876,0.0000153996,31.09
HSS8X4X.625,HSS,0.00117,,,42.3,0.00000034112,0.000000110656,0.00003362,0.000021812,76.99
HSS8X4X.500,HSS,0.000974,,,35.24,0.000000298688,0.000000098176,0.000029356,0.000019352,64.14
HSS8X4X.375,HSS,0.000758,,,27.48,0.000000244192,0.000000081536,0.000024108,0.000016072,50.01
HSS8X4X.313,HSS,0.000643,,,23.34,0.00000021216,0.000000071552,0.000020992,0.0000140712,42.48
HSS8X4X.250,HSS,0.000524,,,19.02,0.0000001768,0.000000059904,0.000017384,0.0000118244,34.62
HSS8X4X.188,HSS,0.000398,,,14.53,0.000000137696,0.000000047008,0.0000135628,0.000009266,26.44
HSS8X4X.125,HSS,0.00027,,,9.86,0.000000095264,0.000000032864,0.0000093972,0.000006478,17.95
HSS8X3X.500,HSS,0.000881,,,31.84,0.000000243776,0.000000048672,0.000023944,0.0000128084,57.95
HSS8X3X.375,HSS,0.000688,,,24.93,0.00000020176,0.0000000416,0.000019844,0.0000108732,45.37
HSS8X3X.313,HSS,0.000585,,,21.21,0.000000176384,0.0000000366496,0.000017384,0.0000096268,38.6
HSS8X3X.250,HSS,0.000477,,,17.32,0.00000014768,0.0000000311584,0.0000145632,0.0000081836,31.52
HSS8X3X.188,HSS,0.000363,,,13.25,0.000000115648,0.0000000247104,0.0000113816,0.0000064944,24.12
HSS8X3X.125,HSS,0.000246,,,9.01,0.000000080288,0.000000017472,0.0000079212,0.000004592,16.4
HSS8X2X.500,HSS,0.000788,,,28.43,0.000000188448,0.0000000174304,0.000018532,0.0000068716,51.74
HSS8X2X.375,HSS,0.000618,,,22.37,0.000000158912,0.0000000155168,0.0000156784,0.0000061172,40.71
HSS8X2X.313,HSS,0.000526,,,19.08,0.000000140192,0.0000000140608,0.0000138252,0.0000055432,34.73
HSS8X2X.250,HSS,0.00043,,,15.62,0.00000011856,0.0000000122304,0.0000116768,0.0000048216,28.43
HSS8X2X.188,HSS,0.000328,,,11.97,0.000000093184,0.0000000099424,0.0000092004,0.0000039196,21.79
HSS8X2X.125,HSS,0.000223,,,8.16,0.000000065312,0.0000000071552,0.0000064452,0.0000028208,14.85
HSS7X7X.625,HSS,0.0014,,,50.81,0.000000388544,0.000000388544,0.000043788,0.000043788,92.47
HSS7X7X.500,HSS,0.00116,,,42.05,0.00000033488,0.00000033488,0.00003772,0.00003772,76.53
HSS7X7X.375,HSS,0.000897,,,32.58,0.0000002704,0.0000002704,0.000030504,0.000030504,59.3
HSS7X7X.313,HSS,0.000759,,,27.59,0.000000233376,0.000000233376,0.00002624,0.00002624,50.21
HSS7X7X.250,HSS,0.000617,,,22.42,0.00000019344,0.00000019344,0.000021812,0.000021812,40.8
HSS7X7X.188,HSS,0.000467,,,17.08,0.00000014976,0.00000014976,0.000016892,0.000016892,31.09
HSS7X7X.125,HSS,0.000316,,,11.56,0.000000103168,0.000000103168,0.0000116276,0.0000116276,21.04
HSS7X5X.500,HSS,0.000974,,,35.24,0.000000252096,0.000000148096,0.000028372,0.000023288,64.14
HSS7X5X.375,HSS,0.000758,,,27.48,0.00000020592,0.000000121888,0.000023124,0.000019188,50.01
HSS7X5X.313,HSS,0.000643,,,23.34,0.00000017888,0.00000010608,0.000020172,0.000016728,42.48
HSS7X5X.250,HSS,0.000524,,,19.02,0.000000149344,0.000000088608,0.000016728,0.0000139892,34.62
HSS7X5X.188,HSS,0.000398,,,14.53,0.000000116064,0.000000069056,0.0000130544,0.000010906,26.44
HSS7X5X.125,HSS,0.00027,,,9.86,0.000000080288,0.000000048256,0.0000090528,0.0000075932,17.95
